Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525455,450010,75445,979958,105823,408366,62220,5878,0.85642,0.814863,0.416718,0.835125,,,1.52820874834,3.82197659885
INDEL,PASS,525455,450010,75445,979958,105823,408366,62220,5878,0.85642,0.814863,0.416718,0.835125,,,1.52820874834,3.82197659885
SNP,ALL,3364941,3321068,43873,3881618,6422,552577,5713,362,0.986962,0.998071,0.142357,0.992485,2.1001313494,1.95216617202,1.58107294152,1.38198414502
SNP,PASS,3364941,3321068,43873,3881618,6422,552577,5713,362,0.986962,0.998071,0.142357,0.992485,2.1001313494,1.95216617202,1.58107294152,1.38198414502
