Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.99434,0.994026,0.461169,0.994183,1489,1192,2809068885,2546949881.000000,0.000000,525469,.,.,296594.000000,194071.000000,,1.52827573414,522495,.,.,295016.000000,193372.000000,,1.52563969965,2974,.,.,1578.000000,699.000000,,2.25751072961,1017149,.,.,655876.000000,324913.000000,,2.01862036914,544797,.,.,340704.000000,193254.000000,,1.76298550095,3274,.,.,2562.000000,400.000000,,6.405,469078,.,.,312610.000000,131259.000000,,2.38162716461
INDEL,*,*,PASS,*,QUAL,*,0.99434,0.994026,0.461169,0.994183,1489,1192,2809068885,2546949881.000000,0.000000,525469,.,.,296594.000000,194071.000000,,1.52827573414,522495,.,.,295016.000000,193372.000000,,1.52563969965,2974,.,.,1578.000000,699.000000,,2.25751072961,1017149,.,.,655876.000000,324913.000000,,2.01862036914,544797,.,.,340704.000000,193254.000000,,1.76298550095,3274,.,.,2562.000000,400.000000,,6.405,469078,.,.,312610.000000,131259.000000,,2.38162716461
INDEL,*,AllHomopolymers_gt6bp_imperfectgt10bp_slop5,ALL,*,QUAL,*,0.990577,0.989192,0.53452,0.989884,1174,989,83977437.000000,62848827.000000,0.000000,229965,.,.,127616.000000,85987.000000,,1.48413132218,227798,.,.,126501.000000,85463.000000,,1.48018440729,2167,.,.,1115.000000,524.000000,,2.12786259542,517389,.,.,338504.000000,157445.000000,,2.14998253358,238231,.,.,147907.000000,85399.000000,,1.73195236478,2603,.,.,2041.000000,307.000000,,6.64820846906,276555,.,.,188556.000000,71739.000000,,2.62836114247
INDEL,*,AllHomopolymers_gt6bp_imperfectgt10bp_slop5,PASS,*,QUAL,*,0.990577,0.989192,0.53452,0.989884,1174,989,83977437.000000,62848827.000000,0.000000,229965,.,.,127616.000000,85987.000000,,1.48413132218,227798,.,.,126501.000000,85463.000000,,1.48018440729,2167,.,.,1115.000000,524.000000,,2.12786259542,517389,.,.,338504.000000,157445.000000,,2.14998253358,238231,.,.,147907.000000,85399.000000,,1.73195236478,2603,.,.,2041.000000,307.000000,,6.64820846906,276555,.,.,188556.000000,71739.000000,,2.62836114247
INDEL,*,AllTandemRepeats_gt100bp_slop5,ALL,*,QUAL,*,0.99499,0.995363,0.83407,0.995177,39,33,123639327.000000,22632619.000000,0.000000,18961,.,.,11181.000000,6090.000000,,1.83596059113,18866,.,.,11125.000000,6070.000000,,1.83278418451,95,.,.,56.000000,20.000000,,2.8,120882,.,.,75704.000000,41245.000000,,1.83547096618,19965,.,.,13430.000000,6063.000000,,2.21507504536,93,.,.,77.000000,7.000000,,11.0,100824,.,.,62197.000000,35175.000000,,1.76821606254
INDEL,*,AllTandemRepeats_gt100bp_slop5,PASS,*,QUAL,*,0.99499,0.995363,0.83407,0.995177,39,33,123639327.000000,22632619.000000,0.000000,18961,.,.,11181.000000,6090.000000,,1.83596059113,18866,.,.,11125.000000,6070.000000,,1.83278418451,95,.,.,56.000000,20.000000,,2.8,120882,.,.,75704.000000,41245.000000,,1.83547096618,19965,.,.,13430.000000,6063.000000,,2.21507504536,93,.,.,77.000000,7.000000,,11.0,100824,.,.,62197.000000,35175.000000,,1.76821606254
INDEL,*,AllTandemRepeatsandHomopolymers_slop5,ALL,*,QUAL,*,0.992088,0.99152,0.543746,0.991804,1453,1136,252347426.000000,122953793.000000,0.000000,339122,.,.,186103.000000,118354.000000,,1.57242678743,336439,.,.,184760.000000,117711.000000,,1.56960691864,2683,.,.,1343.000000,643.000000,,2.08864696734,792968,.,.,523234.000000,233968.000000,,2.23634856049,358727,.,.,230404.000000,117608.000000,,1.95908441603,3068,.,.,2394.000000,364.000000,,6.57692307692,431173,.,.,290436.000000,115996.000000,,2.50384496017
INDEL,*,AllTandemRepeatsandHomopolymers_slop5,PASS,*,QUAL,*,0.992088,0.99152,0.543746,0.991804,1453,1136,252347426.000000,122953793.000000,0.000000,339122,.,.,186103.000000,118354.000000,,1.57242678743,336439,.,.,184760.000000,117711.000000,,1.56960691864,2683,.,.,1343.000000,643.000000,,2.08864696734,792968,.,.,523234.000000,233968.000000,,2.23634856049,358727,.,.,230404.000000,117608.000000,,1.95908441603,3068,.,.,2394.000000,364.000000,,6.57692307692,431173,.,.,290436.000000,115996.000000,,2.50384496017
INDEL,*,L1H_gt500,ALL,*,QUAL,*,0.991071,1.0,0.616319,0.995516,0,0,3288114.000000,2227709.000000,0.000000,224,.,.,124.000000,100.000000,,1.24,222,.,.,122.000000,100.000000,,1.22,2,.,.,2.000000,0.000000,,,576,.,.,364.000000,193.000000,,1.88601036269,221,.,.,122.000000,99.000000,,1.23232323232,0,.,.,0.000000,0.000000,,,355,.,.,242.000000,94.000000,,2.57446808511
INDEL,*,L1H_gt500,PASS,*,QUAL,*,0.991071,1.0,0.616319,0.995516,0,0,3288114.000000,2227709.000000,0.000000,224,.,.,124.000000,100.000000,,1.24,222,.,.,122.000000,100.000000,,1.22,2,.,.,2.000000,0.000000,,,576,.,.,364.000000,193.000000,,1.88601036269,221,.,.,122.000000,99.000000,,1.23232323232,0,.,.,0.000000,0.000000,,,355,.,.,242.000000,94.000000,,2.57446808511
INDEL,*,MHC,ALL,*,QUAL,*,0.968396,0.985057,0.538094,0.976656,6,20,4970557.000000,4634060.000000,0.000000,1677,.,.,1058.000000,549.000000,,1.92714025501,1624,.,.,1015.000000,543.000000,,1.86924493554,53,.,.,43.000000,6.000000,,7.16666666667,3767,.,.,2446.000000,1202.000000,,2.03494176373,1714,.,.,1125.000000,560.000000,,2.00892857143,26,.,.,21.000000,5.000000,,4.2,2027,.,.,1300.000000,637.000000,,2.04081632653
INDEL,*,MHC,PASS,*,QUAL,*,0.968396,0.985057,0.538094,0.976656,6,20,4970557.000000,4634060.000000,0.000000,1677,.,.,1058.000000,549.000000,,1.92714025501,1624,.,.,1015.000000,543.000000,,1.86924493554,53,.,.,43.000000,6.000000,,7.16666666667,3767,.,.,2446.000000,1202.000000,,2.03494176373,1714,.,.,1125.000000,560.000000,,2.00892857143,26,.,.,21.000000,5.000000,,4.2,2027,.,.,1300.000000,637.000000,,2.04081632653
INDEL,*,TS_boundary,ALL,*,QUAL,*,0.99313,0.991373,0.759085,0.992251,20,12,3036641434.000000,2546949881.000000,0.000000,3348,.,.,1574.000000,1285.000000,,1.22490272374,3325,.,.,1571.000000,1274.000000,,1.23312401884,23,.,.,3.000000,11.000000,,0.272727272727,15877,.,.,12692.000000,3183.000000,,3.98743323908,3792,.,.,2527.000000,1265.000000,,1.9976284585,33,.,.,32.000000,1.000000,,32.0,12052,.,.,10133.000000,1917.000000,,5.28586332812
INDEL,*,TS_boundary,PASS,*,QUAL,*,0.99313,0.991373,0.759085,0.992251,20,12,3036641434.000000,2546949881.000000,0.000000,3348,.,.,1574.000000,1285.000000,,1.22490272374,3325,.,.,1571.000000,1274.000000,,1.23312401884,23,.,.,3.000000,11.000000,,0.272727272727,15877,.,.,12692.000000,3183.000000,,3.98743323908,3792,.,.,2527.000000,1265.000000,,1.9976284585,33,.,.,32.000000,1.000000,,32.0,12052,.,.,10133.000000,1917.000000,,5.28586332812
