Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,459272,66197,794821,42561,277826,20241,14294,0.874023,0.917676,0.349545,0.895318,,,1.52827573414,1.93386382375
INDEL,PASS,525469,459272,66197,794821,42561,277826,20241,14294,0.874023,0.917676,0.349545,0.895318,,,1.52827573414,1.93386382375
SNP,ALL,3365127,3360539,4588,4178255,5411,810652,1111,1588,0.998637,0.998393,0.194017,0.998515,2.10012848676,1.86741477012,1.58119585325,1.33499157919
SNP,PASS,3365127,3360539,4588,4178255,5411,810652,1111,1588,0.998637,0.998393,0.194017,0.998515,2.10012848676,1.86741477012,1.58119585325,1.33499157919
