Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,158199,367270,976996,485940,324993,33410,76387,0.301062,0.254697,0.332645,0.275945,,,1.52827573414,10.0583211465
INDEL,PASS,525469,158199,367270,976996,485940,324993,33410,76387,0.301062,0.254697,0.332645,0.275945,,,1.52827573414,10.0583211465
SNP,ALL,3365127,1263940,2101187,1586019,13800,307792,5544,1787,0.375599,0.989204,0.194066,0.544466,2.10012848676,1.86620696632,1.58119585325,1.52879137639
SNP,PASS,3365127,1263940,2101187,1586019,13800,307792,5544,1787,0.375599,0.989204,0.194066,0.544466,2.10012848676,1.86620696632,1.58119585325,1.52879137639
