Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,158645,366824,973501,485005,320367,33027,77515,0.301911,0.257419,0.329087,0.277895,,,1.52827573414,10.2749910255
INDEL,PASS,525469,158645,366824,973501,485005,320367,33027,77515,0.301911,0.257419,0.329087,0.277895,,,1.52827573414,10.2749910255
SNP,ALL,3365127,1265583,2099544,1611352,13148,332353,5176,1989,0.376088,0.98972,0.206257,0.545057,2.10012848676,1.84590762473,1.58119585325,1.52396034949
SNP,PASS,3365127,1265583,2099544,1611352,13148,332353,5176,1989,0.376088,0.98972,0.206257,0.545057,2.10012848676,1.84590762473,1.58119585325,1.52396034949
