Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,188812,336657,533161,105318,230932,9156,12751,0.359321,0.651529,0.433137,0.46319,,,1.52827573414,3.58154735316
INDEL,PASS,525469,188812,336657,533161,105318,230932,9156,12751,0.359321,0.651529,0.433137,0.46319,,,1.52827573414,3.58154735316
SNP,ALL,3365127,1282552,2082575,1573336,3032,286890,709,393,0.38113,0.997643,0.182345,0.551551,2.10012848676,1.8778920614,1.58119585325,1.57271332186
SNP,PASS,3365127,1282552,2082575,1573336,3032,286890,709,393,0.38113,0.997643,0.182345,0.551551,2.10012848676,1.8778920614,1.58119585325,1.57271332186
