Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,477436,48033,833300,6915,334279,4692,1895,0.90859,0.986143,0.401151,0.945779,,,1.52827573414,1.65614557963
INDEL,PASS,525469,477436,48033,833300,6915,334279,4692,1895,0.90859,0.986143,0.401151,0.945779,,,1.52827573414,1.65614557963
SNP,ALL,3365127,3351782,13345,4160233,3539,800142,822,692,0.996034,0.998947,0.192331,0.997488,2.10012848676,1.88005251578,1.58119585325,1.60863385078
SNP,PASS,3365127,3351782,13345,4160233,3539,800142,822,692,0.996034,0.998947,0.192331,0.997488,2.10012848676,1.88005251578,1.58119585325,1.60863385078
