Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,390615,134854,1838827,902405,524202,78438,89272,0.743364,0.313565,0.285074,0.441076,,,1.52827573414,10.2475580464
INDEL,PASS,525469,390615,134854,1838827,902405,524202,78438,89272,0.743364,0.313565,0.285074,0.441076,,,1.52827573414,10.2475580464
SNP,ALL,3365127,3340744,24383,4138473,22546,774200,13516,4820,0.992754,0.993298,0.187074,0.993026,2.10012848676,1.89323440345,1.58119585325,1.42527476975
SNP,PASS,3365127,3340744,24383,4138473,22546,774200,13516,4820,0.992754,0.993298,0.187074,0.993026,2.10012848676,1.89323440345,1.58119585325,1.42527476975
