Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525469,521994,3475,1016452,7021,459989,2106,4342,0.993387,0.987383,0.452544,0.990376,,,1.52827573414,2.03635136349
INDEL,PASS,525469,521994,3475,1016452,7021,459989,2106,4342,0.993387,0.987383,0.452544,0.990376,,,1.52827573414,2.03635136349
SNP,ALL,3365127,3359932,5195,4261753,3756,896713,1611,856,0.998456,0.998884,0.210409,0.99867,2.10012848676,1.82181336655,1.58119585325,1.30431912277
SNP,PASS,3365127,3359932,5195,4261753,3756,896713,1611,856,0.998456,0.998884,0.210409,0.99867,2.10012848676,1.82181336655,1.58119585325,1.30431912277
